TEXT_2_WARPOD_SQUADRON,#2 Эскадрилья боевых капсул
TEXT_TOOLTIP_ESPO_WALKER_EARLY_WEAP2,1x сотрясающая граната: 1/6,0 с/160 м
TEXT_TOOLTIP_ESPO_WALKER_EARLY_WEAP3,1 легкая бластерная пушка ИИ: 1/0,5 с/320 м
TEXT_TOOLTIP_ESPO_WALKER_EARLY_WEAP4,1 ионная пушка: 1/2,0 с/320 м
TEXT_TOOLTIP_ESPO_WALKER_HEALTH,Здоровье: 120
TEXT_TOOLTIP_ESPO_WALKER_MOVE,Скорость: 1,5 | Терн: 6.0
TEXT_TOOLTIP_ESPO_WALKER_WEAP1,1 бластерная пушка ИИ : 6 / 1,0 с / 320 м
TEXT_TOOLTIP_ESPO_WALKER_WEAP2,1 сотрясающая граната: 1/3,0 с/160 м
TEXT_TOOLTIP_ESPO_WALKER_WEAP3,1 бластерная пушка ИИ : 3 / 1,0 с / 320 м
TEXT_TOOLTIP_ESPO_WALKER_WEAP4,1 ионная пушка: 1/2,0 с/320 м
TEXT_TOOLTIP_FENN_SHYSA,Когда разразились Войны клонов, Шиса был энергичным молодым воином, и его легко завербовал мошенник-солдат ЭРК Спар. Он стал ключевой частью Защитников, хитрым воином и лучшим пропагандистом, но не смог предотвратить их уничтожение в Норвале II. Столкнувшись с имперской оккупацией, Шиса неохотно стал Мандалором и тайно выступил против Империи, в конечном итоге сотрудничая с Альянсом повстанцев и Новой Республикой.
TEXT_TOOLTIP_FENN_SHYSA_MOVE,Скорость: 1,1
TEXT_TOOLTIP_FENN_SHYSA_WEAP1,1 карабин EE-3: 3/1,25 с/220 м
TEXT_TOOLTIP_FENN_SHYSA_WEAP2,1 ракета «Протон» на реактивном ранце : 1/10,0 с/320 м
TEXT_TOOLTIP_FENN_SHYSA_WEAP3,1x наручный бластер: 1/1,5 с/240 м
TEXT_TOOLTIP_FENN_SHYSA_WEAP4,1 наручная ракета: 1/10,0 с/220 м
TEXT_TOOLTIP_FIELD_BASE_MILITARY_HUTT_HEALTH,Здоровье: 500
TEXT_TOOLTIP_FIELD_BASE_MILITARY_HUTT1,Тяжелый отряд Хатт-Гвардии: 3 / 10
TEXT_TOOLTIP_FIELD_BASE_MILITARY_HUTT2,Отряд бронированных хаттов-воинов: 2 / 10
TEXT_TOOLTIP_FIELD_BASE_SUPPORT_HUTT_HEALTH,Здоровье: 500
TEXT_TOOLTIP_FIELD_BASE_SUPPORT_HUTT1,Тяжелый отряд Хатт-Гвардии: 2 / 10
TEXT_TOOLTIP_FIELD_BASE_SUPPORT_HUTT2,Отряд медиков Хаттской гвардии: 2 / 10
TEXT_TOOLTIP_FIRESPRAY,Патрульно-ударный корабль класса Firespray 31 был спроектирован компанией Kuat Systems Engineering для республиканского исправительного управления, однако первоначальная партия прототипов была уничтожена Джанго Феттом, за исключением одного, который Фетт украл. Это вынудило KSE законсервировать проект на несколько лет, хотя они вернутся к проекту через несколько лет, когда компания окажется в лучшем финансовом положении. Они были тяжеловооружены и бронированы, а также обладали приличной скоростью для истребителя такого размера. Очень заметной и новой особенностью конструкции была необходимость приземляться горизонтально, прижав двигатели к земле, а затем поворачиваться в нужном положении, чтобы после взлета фактически летать.
TEXT_TOOLTIP_FIRESPRAY_BASE,Здоровье: 26 | Щиты: 12
TEXT_TOOLTIP_FIRESPRAY_BOMBER,Штурмовое соединение «Огнераспылителей-31» использовалось в преступных действиях для уничтожения целых примитивных городов. Их легко сконфигурировать как тяжелый бомбардировщик-истребитель в космических действиях, они превосходно поражают более крупные крупные корабли, но не так хорошо поражают истребители.
TEXT_TOOLTIP_FIRESPRAY_BOMBER_MOVE,Скорость: 6,05 | Маневренность: 3,6
TEXT_TOOLTIP_FIRESPRAY_BOMBER_SQUADRON,Эскадрилья: 12 бомбардировщиков поддержки Firespray-31.
TEXT_TOOLTIP_FIRESPRAY_BOMBER_SQUADRON_DOUBLE,Эскадрилья: 24 бомбардировщика поддержки Firespray-31.
TEXT_TOOLTIP_FIRESPRAY_BOMBER_SQUADRON_HALF,Эскадрилья: 6 бомбардировщиков поддержки Firespray-31.
TEXT_TOOLTIP_FIRESPRAY_BOMBER_WEAP1,2 лазерные пушки тяжелого истребителя: 2 / 2,0 с / 2,0 км
TEXT_TOOLTIP_FIRESPRAY_BOMBER_WEAP2,1 ракета «Протон» : 1/12,5 с/3,0 км
TEXT_TOOLTIP_FIRESPRAY_BOMBER_WEAP3,1 сотрясающая бомба : 1/10,0 с/0,8 км
TEXT_TOOLTIP_FIRESPRAY_GUNSHIP,Обычная, тяжеловооруженная конфигурация стандартного Firespray-31, обычно экипируемая наемниками и богатыми агентами по вознаграждению. Несет подбородочное и хвостовое оружие с разнообразным боекомплектом.
TEXT_TOOLTIP_FIRESPRAY_GUNSHIP_SQUADRON,Эскадрилья: 12 боевых кораблей Firespray-31.
TEXT_TOOLTIP_FIRESPRAY_GUNSHIP_SQUADRON_DOUBLE,Эскадрилья: 24 боевых корабля Firespray-31
TEXT_TOOLTIP_FIRESPRAY_GUNSHIP_SQUADRON_HALF,Эскадрилья: 6 боевых кораблей Firespray-31.
TEXT_TOOLTIP_FIRESPRAY_GUNSHIP_WEAP1,2 лазерные пушки тяжелого истребителя: 2 / 2,0 с / 2,0 км
TEXT_TOOLTIP_FIRESPRAY_GUNSHIP_WEAP2,1 истребительная лазерная пушка: 4/3,0 с/1,0 км
TEXT_TOOLTIP_FIRESPRAY_GUNSHIP_WEAP3,1 истребительная ударная ракета: 1/18,75 с/1,8 км
TEXT_TOOLTIP_FIRESPRAY_GUNSHIP_WEAP4,1 истребительная протонная торпеда: 1/30,0 с/2,0 км
TEXT_TOOLTIP_FIRESPRAY_HERO_BASE,Здоровье: 200 | Щиты: 100
TEXT_TOOLTIP_FIRESPRAY_MOVE,Скорость: 5,75 | Маневренность: 3,6
TEXT_TOOLTIP_FIRESPRAY_SQUADRON,Эскадрилья: 12 патрульных кораблей Firespray-31.
TEXT_TOOLTIP_FIRESPRAY_SQUADRON_DOUBLE,Эскадрилья: 24 патрульных корабля Firespray-31
TEXT_TOOLTIP_FIRESPRAY_SQUADRON_HALF,Эскадрилья: 6 патрульных кораблей Firespray-31
TEXT_TOOLTIP_FIRESPRAY_WEAP1,2 лазерные пушки тяжелого истребителя: 2 / 2,0 с / 2,0 км
TEXT_TOOLTIP_FIRESPRAY_WEAP2,1 истребительная ударная ракета: 1/30,0 с/1,8 км
TEXT_TOOLTIP_FLARE_S,Mobquet Flare-S, созданный в результате запрета гонок на подах и появления гонок на свупах, которые заменили их в мире высокоскоростных галактических видов спорта, быстро стал самым популярным мотоциклом на гоночных трассах. Оснащен множеством функций, которые придали ему повышенную скорость и мобильность по сравнению с другими свупами, но, несмотря на это, им невероятно сложнее управлять, чем стандартным спидербайком. Помимо гонок, Flare-S был невероятно популярен среди банд свупов, наемников и охотников за головами, поэтому его часто модифицировали с помощью переднего лазера.
TEXT_TOOLTIP_FLARE_S_COMPANY,Компания: 10x Flare-S Swoop
TEXT_TOOLTIP_FLARE_S_HEALTH,Здоровье: 25
TEXT_TOOLTIP_FLARE_S_MOVE,Скорость: 5,0 | Терн: 8.0
TEXT_TOOLTIP_FLARE_S_WEAP1,1 легкая AV-бластерная пушка: 2/2,0 с/200 м
TEXT_TOOLTIP_FLASHBLIND,Крыловидный аэроспидер, заимствованный из предыдущей серии разведывательных моделей СороСууб во время Войн клонов, впоследствии использовался в различных регионах различными группами. Версии с атакующей нагрузкой содержат разнообразное оружие для поражения всех типов целей, но основным преимуществом конструкции является скорость и броня, которую можно применить из-за ее большого размера.
TEXT_TOOLTIP_FLASHBLIND_COMPANY,Компания: 2x Flashblind Airspeeder
TEXT_TOOLTIP_FLASHBLIND_HEALTH,Здоровье: 250
TEXT_TOOLTIP_FLASHBLIND_MOVE,Скорость: 5,0 | Терн: 4.0
TEXT_TOOLTIP_FLASHBLIND_WEAP1,1 AV-бластерная пушка: 2 / 1,0 с / 400 м
TEXT_TOOLTIP_FLASHBLIND_WEAP2,2 легкие бластерные пушки ИИ: 4 / 0,5 с / 400 м
TEXT_TOOLTIP_FORCECULTIST_MINOR,Неспецифические или местные культисты силы, преданные развращению Темной стороны или различных сущностей. После Новых войн ситхов подобные группы часто вооружаются стилизованными, современными атрибутами конфликта. Многие группы сохраняют стандартное оружие вместо световых мечей или других диковинок ближнего боя. Пехотинцам довольно сложно убить индивидуально.
TEXT_TOOLTIP_FORCECULTIST_MINOR_COMPANY,Компания: 28 культистов местных сил
TEXT_TOOLTIP_FORCECULTIST_MINOR_COMPANY_WEAP1,28 бластерных винтовок: 1/1,0 с/240 м
TEXT_TOOLTIP_FORCECULTIST_MINOR_COMPANY_WEAP2,8 тепловых гранат: 1/15,0 с/200 м
TEXT_TOOLTIP_FORCECULTIST_MINOR_HEALTH,Здоровье: 29
TEXT_TOOLTIP_FORCECULTIST_MINOR_MAJOR_LEADER_HEALTH,Здоровье: 35
TEXT_TOOLTIP_FORCECULTIST_MINOR_MAJOR_LEADER_SHIELD,Щиты: 10 /
TEXT_TOOLTIP_FORCECULTIST_MINOR_MINOR_LEADER_HEALTH,Здоровье: 32
TEXT_TOOLTIP_FORCECULTIST_MINOR_MOVE,Скорость: 1,2
TEXT_TOOLTIP_FORCECULTIST_MINOR_SQUAD,Отряд: 7 культистов местных сил.
TEXT_TOOLTIP_FORCECULTIST_MINOR_SQUAD_WEAP1,7 бластерных винтовок: 1/1,0 с/240 м
TEXT_TOOLTIP_FORCECULTIST_MINOR_SQUAD_WEAP2,2x Термическая граната: 1/15,0 с/200 м
